age,gender,residing_country,education_level,employment_status,relationship_status,cohabiting_adults_no,cohabiting_kids_no,perceived_stress_level,happiness_score
52.0,Male,Switzerland,PhD / Doctorate,Employed,Married,2.0,1.0,low,7.571499824523926
75.0,Male,Switzerland,University degree,Others,Single,0.0,0.0,low,7.571499824523926
34.0,Female,Switzerland,Up to 12 years of school,Employed,Married,1.0,1.0,low,7.571499824523926
36.0,Male,Switzerland,Up to 12 years of school,Employed,Cohabitating,1.0,0.0,high,7.571499824523926
55.0,Female,Finland,PhD / Doctorate,Employed,Married,0.0,0.0,low,7.842100143432617
43.0,Female,Switzerland,University degree,Employed,Married,1.0,0.0,low,7.571499824523926
64.0,Female,Finland,University degree,Others,Married,1.0,0.0,low,7.842100143432617
21.0,Female,Switzerland,Some University or equivalent,Others,Single,0.0,0.0,high,7.571499824523926
58.0,Female,Finland,Some University or equivalent,Employed,Married,0.0,0.0,low,7.842100143432617
71.0,Male,Italy,University degree,Unemployed,Cohabitating,1.0,0.0,high,6.483099937438965
73.0,Female,Finland,Up to 12 years of school,Others,Married,1.0,0.0,low,7.842100143432617
45.0,Male,Switzerland,University degree,Unemployed,Married,1.0,2.0,low,7.571499824523926
24.0,Female,Switzerland,University degree,Employed,Single,2.0,0.0,high,7.571499824523926
28.0,Female,Switzerland,University degree,Others,Single,1.0,0.0,low,7.571499824523926
29.0,Female,Switzerland,University degree,Employed,Cohabitating,1.0,0.0,low,7.571499824523926
66.0,Female,Finland,University degree,Others,Separated / divorced,0.0,0.0,low,7.842100143432617
73.0,Male,Switzerland,Some University or equivalent,Others,Cohabitating,1.0,0.0,low,7.571499824523926
58.0,Male,Switzerland,University degree,Employed,Single,0.0,0.0,low,7.571499824523926
65.0,Male,Finland,University degree,Others,Married,1.0,0.0,low,7.842100143432617
55.0,Male,Finland,University degree,Employed,Separated / divorced,0.0,0.0,low,7.842100143432617
71.0,Male,Switzerland,Up to 12 years of school,Others,Married,1.0,0.0,high,7.571499824523926
36.0,Female,Finland,University degree,Employed,Cohabitating,1.0,0.0,low,7.842100143432617
62.0,Female,Finland,Some University or equivalent,Employed,Separated / divorced,0.0,0.0,high,7.842100143432617
36.0,Female,Finland,University degree,Employed,Cohabitating,2.0,1.0,high,7.842100143432617
37.0,Female,Finland,University degree,Employed,Married,1.0,3.0,low,7.842100143432617
21.0,Male,Switzerland,Up to 12 years of school,Employed,Single,4.0,2.0,low,7.571499824523926
24.0,Female,Czech Republic,University degree,Others,Single,2.0,0.0,high,6.964700222015381
72.0,Female,Switzerland,University degree,Others,Married,1.0,0.0,low,7.571499824523926
68.0,Female,Switzerland,Up to 12 years of school,Others,Separated / divorced,0.0,0.0,high,7.571499824523926
30.0,Male,Switzerland,Some University or equivalent,Employed,Cohabitating,1.0,0.0,low,7.571499824523926
39.0,Female,Switzerland,University degree,Employed,Married,1.0,2.0,high,7.571499824523926
58.0,Male,Finland,University degree,Employed,Cohabitating,1.0,0.0,high,7.842100143432617
67.0,Male,Switzerland,PhD / Doctorate,Others,Married,1.0,0.0,low,7.571499824523926
20.0,Male,Switzerland,Up to 12 years of school,Others,Single,0.0,0.0,low,7.571499824523926
62.0,Female,Switzerland,Some University or equivalent,Employed,Cohabitating,1.0,0.0,low,7.571499824523926
59.0,Female,Finland,Some University or equivalent,Others,Separated / divorced,1.0,0.0,high,7.842100143432617
68.0,Female,Finland,less than 12 years of school,Others,Separated / divorced,0.0,0.0,low,7.842100143432617
27.0,Female,Switzerland,University degree,Employed,Cohabitating,2.0,0.0,high,7.571499824523926
81.0,Male,Switzerland,PhD / Doctorate,Others,Married,1.0,0.0,low,7.571499824523926
57.0,Female,Switzerland,Up to 12 years of school,Employed,Cohabitating,0.0,0.0,low,7.571499824523926
54.0,Female,Switzerland,less than 12 years of school,Employed,Single,0.0,0.0,high,7.571499824523926
29.0,Female,Switzerland,Some University or equivalent,Employed,Cohabitating,1.0,0.0,low,7.571499824523926
56.0,Female,Switzerland,Up to 12 years of school,Employed,Married,1.0,0.0,low,7.571499824523926
35.0,Female,Finland,University degree,Employed,Cohabitating,0.0,0.0,low,7.842100143432617
34.0,Female,Finland,University degree,Employed,Cohabitating,1.0,0.0,high,7.842100143432617
22.0,Female,Switzerland,Some University or equivalent,Employed,Cohabitating,3.0,0.0,low,7.571499824523926
60.0,Female,Switzerland,Up to 12 years of school,Employed,Cohabitating,1.0,0.0,low,7.571499824523926
61.0,Female,Switzerland,University degree,Employed,Married,1.0,0.0,high,7.571499824523926
24.0,Female,Switzerland,Some University or equivalent,Employed,Single,2.0,0.0,low,7.571499824523926
37.0,Male,Switzerland,University degree,Employed,Married,2.0,1.0,low,7.571499824523926
54.0,Female,Finland,Some University or equivalent,Employed,Separated / divorced,0.0,0.0,low,7.842100143432617
52.0,Male,Switzerland,University degree,Employed,Cohabitating,0.0,1.0,low,7.571499824523926
32.0,Female,Switzerland,University degree,Employed,Married,1.0,0.0,high,7.571499824523926
34.0,Male,Finland,University degree,Employed,Cohabitating,1.0,1.0,high,7.842100143432617
71.0,Female,Switzerland,Up to 12 years of school,Others,Married,0.0,0.0,low,7.571499824523926
32.0,Female,Switzerland,University degree,Employed,Cohabitating,1.0,0.0,low,7.571499824523926
50.0,Male,Switzerland,University degree,Employed,Married,0.0,0.0,low,7.571499824523926
42.0,Female,Switzerland,Some University or equivalent,Employed,Cohabitating,1.0,0.0,high,7.571499824523926
48.0,Female,Finland,PhD / Doctorate,Employed,Married,2.0,1.0,low,7.842100143432617
69.0,Female,Switzerland,Some University or equivalent,Others,Separated / divorced,0.0,0.0,low,7.571499824523926
55.0,Male,Finland,University degree,Employed,Single,0.0,0.0,low,7.842100143432617
29.0,Female,Switzerland,University degree,Employed,Single,0.0,0.0,high,7.571499824523926
40.0,Female,Switzerland,University degree,Employed,Married,1.0,2.0,low,7.571499824523926
75.0,Male,Switzerland,Some University or equivalent,Others,Single,0.0,0.0,low,7.571499824523926
57.0,Male,Finland,Some University or equivalent,Employed,Single,0.0,0.0,high,7.842100143432617
54.0,Male,Switzerland,PhD / Doctorate,Employed,Separated / divorced,0.0,0.0,low,7.571499824523926
77.0,Male,Switzerland,Some University or equivalent,Others,Widowed,0.0,0.0,low,7.571499824523926
29.0,Male,Finland,University degree,Employed,Cohabitating,1.0,1.0,low,7.842100143432617
70.0,Male,Switzerland,PhD / Doctorate,Others,Single,0.0,0.0,low,7.571499824523926
34.0,Female,Switzerland,University degree,Employed,Married,1.0,2.0,low,7.571499824523926
18.0,Male,Switzerland,Up to 12 years of school,Others,Single,2.0,1.0,high,7.571499824523926
43.0,Female,Finland,University degree,Employed,Married,1.0,2.0,high,7.842100143432617
30.0,Female,Switzerland,PhD / Doctorate,Employed,Single,0.0,0.0,high,7.571499824523926
60.0,Male,Finland,Some University or equivalent,Employed,Married,1.0,0.0,high,7.842100143432617
79.0,Male,Switzerland,Some University or equivalent,Others,Married,1.0,0.0,low,7.571499824523926
34.0,Male,Switzerland,Some University or equivalent,Employed,Single,1.0,0.0,low,7.571499824523926
41.0,Female,Switzerland,Up to 12 years of school,Employed,Married,1.0,3.0,low,7.571499824523926
20.0,Female,Switzerland,Up to 12 years of school,Others,Dating,3.0,0.0,low,7.571499824523926
70.0,Male,Switzerland,University degree,Employed,Married,2.0,0.0,low,7.571499824523926
72.0,Male,Switzerland,Some University or equivalent,Employed,Married,2.0,0.0,low,7.571499824523926
74.0,Male,Switzerland,Up to 12 years of school,Others,Married,1.0,0.0,low,7.571499824523926
27.0,Female,Finland,University degree,Employed,Cohabitating,1.0,2.0,low,7.842100143432617
31.0,Female,Switzerland,University degree,Employed,Cohabitating,1.0,0.0,high,7.571499824523926
37.0,Male,Switzerland,Some University or equivalent,Employed,Single,0.0,0.0,low,7.571499824523926
59.0,Female,Finland,University degree,Employed,Separated / divorced,0.0,0.0,low,7.842100143432617
69.0,Female,Finland,Some University or equivalent,Others,Married,1.0,0.0,low,7.842100143432617
40.0,Female,Finland,University degree,Employed,Single,3.0,0.0,low,7.842100143432617
27.0,Female,Switzerland,Up to 12 years of school,Employed,Cohabitating,2.0,0.0,low,7.571499824523926
67.0,Male,Switzerland,PhD / Doctorate,Employed,Married,1.0,0.0,low,7.571499824523926
52.0,Female,Switzerland,Some University or equivalent,Employed,Other or would not say,3.0,0.0,low,7.571499824523926
41.0,Female,Finland,Some University or equivalent,Employed,Married,1.0,4.0,low,7.842100143432617
53.0,Male,Switzerland,Some University or equivalent,Employed,Married,1.0,0.0,low,7.571499824523926
48.0,Male,Switzerland,Up to 12 years of school,Employed,Cohabitating,1.0,3.0,low,7.571499824523926
29.0,Male,Switzerland,Up to 12 years of school,Employed,Single,0.0,0.0,low,7.571499824523926
62.0,Female,Finland,University degree,Employed,Single,0.0,0.0,low,7.842100143432617
71.0,Male,Switzerland,University degree,Others,Cohabitating,1.0,0.0,low,7.571499824523926
44.0,Female,Finland,PhD / Doctorate,Employed,Married,1.0,2.0,low,7.842100143432617
30.0,Male,Switzerland,PhD / Doctorate,Employed,Cohabitating,0.0,0.0,low,7.571499824523926
48.0,Female,Finland,Some University or equivalent,Employed,Cohabitating,2.0,0.0,low,7.842100143432617
81.0,Male,Switzerland,University degree,Others,Married,1.0,0.0,low,7.571499824523926
50.0,Male,Finland,University degree,Employed,Single,0.0,0.0,low,7.842100143432617
61.0,Female,Switzerland,Up to 12 years of school,Others,Single,0.0,0.0,low,7.571499824523926
71.0,Male,Switzerland,Up to 12 years of school,Others,Married,0.0,0.0,low,7.571499824523926
69.0,Female,Switzerland,Some University or equivalent,Others,Married,1.0,0.0,low,7.571499824523926
71.0,Female,Switzerland,University degree,Others,Married,2.0,0.0,low,7.571499824523926
72.0,Male,Switzerland,University degree,Others,Married,1.0,0.0,low,7.571499824523926
32.0,Female,Switzerland,University degree,Employed,Cohabitating,0.0,0.0,low,7.571499824523926
52.0,Female,Norway,Up to 12 years of school,Employed,Married,4.0,0.0,low,7.392499923706055
45.0,Female,Finland,University degree,Employed,Married,1.0,2.0,low,7.842100143432617
55.0,Female,Finland,Some University or equivalent,Employed,Married,1.0,0.0,low,7.842100143432617
44.0,Female,Finland,University degree,Employed,Married,1.0,3.0,high,7.842100143432617
23.0,Female,Switzerland,Up to 12 years of school,Others,Cohabitating,2.0,0.0,high,7.571499824523926
37.0,Female,Switzerland,University degree,Employed,Cohabitating,1.0,0.0,low,7.571499824523926
28.0,Female,Finland,University degree,Employed,Cohabitating,1.0,0.0,low,7.842100143432617
29.0,Female,Switzerland,University degree,Employed,Married,1.0,0.0,high,7.571499824523926
46.0,Male,Switzerland,University degree,Employed,Married,1.0,4.0,low,7.571499824523926
37.0,Female,Switzerland,Some University or equivalent,Employed,Cohabitating,1.0,0.0,low,7.571499824523926
28.0,Female,Switzerland,Up to 12 years of school,Employed,Single,0.0,0.0,low,7.571499824523926
22.0,Female,Switzerland,University degree,Others,Single,4.0,0.0,low,7.571499824523926
71.0,Male,Switzerland,Some University or equivalent,Others,Married,1.0,0.0,low,7.571499824523926
61.0,Male,Finland,Up to 12 years of school,Employed,Married,2.0,0.0,high,7.842100143432617
59.0,Female,Finland,University degree,Employed,Single,0.0,0.0,high,7.842100143432617
65.0,Female,Finland,Up to 12 years of school,Employed,Widowed,0.0,0.0,low,7.842100143432617
30.0,Female,Switzerland,University degree,Employed,Single,2.0,0.0,low,7.571499824523926
28.0,Male,Switzerland,University degree,Others,Single,3.0,0.0,low,7.571499824523926
64.0,Female,Switzerland,University degree,Others,Married,3.0,0.0,low,7.571499824523926
67.0,Male,Switzerland,less than 12 years of school,Others,Married,1.0,0.0,low,7.571499824523926
75.0,Male,Switzerland,PhD / Doctorate,Employed,Married,1.0,0.0,low,7.571499824523926
18.0,Female,Switzerland,Up to 12 years of school,Employed,Single,2.0,1.0,low,7.571499824523926
46.0,Female,Switzerland,Up to 12 years of school,Employed,Single,2.0,0.0,high,7.571499824523926
51.0,Male,Switzerland,PhD / Doctorate,Employed,Married,1.0,3.0,low,7.571499824523926
69.0,Female,Finland,University degree,Others,Married,1.0,0.0,low,7.842100143432617
66.0,Female,Finland,Some University or equivalent,Others,Married,1.0,0.0,low,7.842100143432617
36.0,Female,Switzerland,University degree,Employed,Married,1.0,2.0,low,7.571499824523926
41.0,Male,Switzerland,University degree,Others,Cohabitating,1.0,0.0,low,7.571499824523926
42.0,Female,Switzerland,PhD / Doctorate,Employed,Married,1.0,1.0,low,7.571499824523926
48.0,Male,Switzerland,PhD / Doctorate,Employed,Married,1.0,2.0,low,7.571499824523926
18.0,Female,Switzerland,Some University or equivalent,Others,Single,3.0,0.0,low,7.571499824523926
35.0,Female,Switzerland,University degree,Employed,Cohabitating,0.0,0.0,low,7.571499824523926
43.0,Female,Finland,Up to 12 years of school,Others,Married,4.0,0.0,high,7.842100143432617
18.0,Female,Switzerland,Up to 12 years of school,Others,Married,1.0,0.0,low,7.571499824523926
76.0,Male,Switzerland,PhD / Doctorate,Others,Married,1.0,0.0,low,7.571499824523926
45.0,Female,Finland,University degree,Employed,Separated / divorced,0.0,2.0,low,7.842100143432617
60.0,Male,Finland,University degree,Employed,Dating,0.0,0.0,high,7.842100143432617
26.0,Female,Bulgaria,University degree,Employed,Cohabitating,2.0,0.0,low,5.265500068664551
24.0,Male,Finland,University degree,Employed,Single,0.0,0.0,high,7.842100143432617
76.0,Male,Switzerland,Up to 12 years of school,Others,Married,1.0,0.0,low,7.571499824523926
70.0,Male,Switzerland,University degree,Others,Married,1.0,0.0,high,7.571499824523926
81.0,Male,Switzerland,Up to 12 years of school,Others,Married,1.0,0.0,low,7.571499824523926
71.0,Female,Switzerland,Some University or equivalent,Others,Cohabitating,1.0,0.0,low,7.571499824523926
33.0,Female,Finland,less than 12 years of school,Unemployed,Single,0.0,0.0,high,7.842100143432617
28.0,Male,Switzerland,University degree,Employed,Cohabitating,0.0,0.0,low,7.571499824523926
56.0,Female,Switzerland,Some University or equivalent,Employed,Married,3.0,0.0,low,7.571499824523926
19.0,Female,Switzerland,Up to 12 years of school,Employed,Cohabitating,1.0,2.0,low,7.571499824523926
21.0,Male,Switzerland,Up to 12 years of school,Others,Single,3.0,0.0,low,7.571499824523926
28.0,Female,Switzerland,Some University or equivalent,Employed,Cohabitating,1.0,0.0,low,7.571499824523926
18.0,Female,Switzerland,less than 12 years of school,Others,Single,1.0,1.0,low,7.571499824523926
72.0,Female,Switzerland,University degree,Others,Cohabitating,1.0,0.0,low,7.571499824523926
71.0,Female,Finland,University degree,Others,Separated / divorced,0.0,0.0,high,7.842100143432617
29.0,Female,Switzerland,University degree,Employed,Cohabitating,1.0,0.0,high,7.571499824523926
52.0,Female,Finland,Up to 12 years of school,Others,Separated / divorced,0.0,0.0,high,7.842100143432617
29.0,Female,Malaysia,University degree,Employed,Cohabitating,2.0,0.0,low,5.384300231933594
66.0,Female,Switzerland,less than 12 years of school,Others,Widowed,0.0,0.0,low,7.571499824523926
68.0,Female,Switzerland,Some University or equivalent,Employed,Widowed,0.0,0.0,low,7.571499824523926
38.0,Female,Switzerland,University degree,Employed,Married,1.0,2.0,high,7.571499824523926
57.0,Female,Switzerland,less than 12 years of school,Others,Married,1.0,0.0,low,7.571499824523926
28.0,Female,Switzerland,University degree,Employed,Cohabitating,1.0,0.0,high,7.571499824523926
74.0,Male,Switzerland,University degree,Others,Married,1.0,0.0,low,7.571499824523926
42.0,Male,Switzerland,University degree,Employed,Single,2.0,1.0,low,7.571499824523926
44.0,Female,Switzerland,University degree,Employed,Cohabitating,1.0,2.0,low,7.571499824523926
22.0,Female,Switzerland,Up to 12 years of school,Others,Cohabitating,2.0,0.0,high,7.571499824523926
33.0,Male,Switzerland,Some University or equivalent,Unemployed,Single,0.0,0.0,high,7.571499824523926
59.0,Female,Italy,Up to 12 years of school,Employed,Married,1.0,0.0,low,6.483099937438965
58.0,Female,Finland,Up to 12 years of school,Unemployed,Married,1.0,0.0,low,7.842100143432617
27.0,Female,Switzerland,University degree,Employed,Dating,1.0,0.0,low,7.571499824523926
66.0,Female,Switzerland,University degree,Others,Cohabitating,0.0,0.0,low,7.571499824523926
25.0,Female,Finland,University degree,Employed,Single,0.0,0.0,low,7.842100143432617
